,Body,Label
trusted user).apt/fire sync with honor every 5 minutes, so you'd have to wait for a
_maximum_ of 5 minutes before signatures propagate.cheers,
vipul.
On Wed, Aug 07, 2002 at 11:51:21PM -0400, Rose, Bobby wrote:
> This is still happening.  Nothing that I report is being registered at> all.  I have confirmed that this also affects the Cloudmark Outlook 
> plugin. If I block a message from Outlook using Spamnet then run it 
> against the folder containing the message that was reported then 
> nothing happens.
> 
> On the unix side, I've tried different cloudmark servers, different 
> identies, report from different systems, etc without an effect.  I did> find that sample-spam.txt from Spamassassin is only registered on 
> honor.cloudmark.net and comes back positive from it and it only so 
> it's clearly not sync'd with apt or fire.
> 
> 
> 
> -----Original Message-----
> From: Rose, Bobby
> Sent: Wednesday, August 07, 2002 1:32 PM
> To: Patrick
> Cc: ML-razor-users
> Subject: RE: [Razor-users] What's wrong with the Razor servers now?
> 
> 
> I'm sure others have thought of that.  Probably the only way to 
> prevent that is to include the host in the report/revoke 
> authentication.
> 
> -----Original Message-----
> From: Patrick [mailto:patrick@stealthgeeks.net]
> Sent: Wednesday, August 07, 2002 12:33 PM
> To: Rose, Bobby
> Cc: ML-razor-users
> Subject: RE: [Razor-users] What's wrong with the Razor servers now?
> 
> 
> On Wed, 7 Aug 2002, Rose, Bobby wrote:
> 
> > Well at least it's been confirmed. I can say for cetain that it 
> > started on Monday since that was when I noticed a huge drop in stats
> of messages
> > that were tagged as being in razor.   And I know it was fine on
> Friday.
> > It may have something to do with the upgrades on the servers that 
> > Vipul mentioned.  If TES is going to decide on what gets registered 
> > and what doesn't then razor-report should provide some debug info 
> > about the refusal.  You are correct about the need for more info on 
> > TES, but it probably won't happen for fear of circumvention.
> 
> 
> 
> On the way into work I thought of some fairly easy ways to circumvent 
> what I imagine the current trust model to be based on individual users> blindly submitting reports and checking results.
> 
> It's hard to imagine others haven't as well, as I'm not too bright.
> 
> 
> /\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\
> /\
> /\/\/\
>                                Patrick Greenwell
>          Asking the wrong questions is the leading cause of wrong
> answers
>
\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/
> \/\/\/
> 
> 
> 
> -------------------------------------------------------
> This sf.net email is sponsored by:ThinkGeek
> Welcome to geek heaven.
> http://thinkgeek.com/sf 
> _______________________________________________
> Razor-users mailing list
> Razor-users@lists.sourceforge.net
> https://lists.sourceforge.net/lists/listinfo/razor-users
> 
> 
> -------------------------------------------------------
> This sf.net email is sponsored by:ThinkGeek
> Welcome to geek heaven.
> http://thinkgeek.com/sf 
> _______________________________________________
> Razor-users mailing list
> Razor-users@lists.sourceforge.net 
> https://lists.sourceforge.net/lists/listinfo/razor-users-- Vipul Ved Prakash          |   ""The future is here, it's just not 
Software Design Artist     |    widely distributed.""
http://vipul.net/          |              -- William Gibson-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf _______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users
",0
2389,"Today a French officer called Michel Fournier is supposed to get in a
350-metre tall helium balloon, ride it up to the edge of space (40 km
altitude) and jump out.  His fall should last 6.5 minutes and reach
speeds of Mach 1.5.  He hopes to open his parachute manually at the
end, although with an automatic backup if he is 7 seconds from the
ground and still hasn't opened it.RObQuote:
  ""Vederï¿½, si averï¿½ si grossi li coglioni, come ha il re di Franza.""
  (""Let's see if I've got as much balls as the King of France!"")
  - Pope Julius II, 2 January 1511
",0
31,"1) Fight The Risk of Cancer!
http://www.adclick.ws/p.cfm?o=315&s=pk0072) Slim Down - Guaranteed to lose 10-12 lbs in 30 days
http://www.adclick.ws/p.cfm?o=249&s=pk0073) Get the Child Support You Deserve - Free Legal Advice
http://www.adclick.ws/p.cfm?o=245&s=pk0024) Join the Web's Fastest Growing Singles Community
http://www.adclick.ws/p.cfm?o=259&s=pk0075) Start Your Private Photo Album Online!
http://www.adclick.ws/p.cfm?o=283&s=pk007Have a Wonderful Day,
Offer Manager
PrizeMama
If you wish to leave this list please use the link below.
http://www.qves.com/trim/?ilug@linux.ie%7C17%7C114258
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",1
2228,"On Sat, 2002-08-24 at 08:04, Gregory Alan Bolcer wrote:
> There's been well documented articles, studies of the
> French tax laws, corporate governance, and financial
> oversight that 1) dont' easily allow for ISOs, the root
> of almost all entrepreneurialship, and 2) the easy flow
> of capital to new ventures.  It was an extremely large
> issue, even debated widely in France.
It is actually a lot worse than this.  What it boils down to is that
only the privileged class is really allowed to start a serious company. 
What I found fascinating is that the old French aristocracy effectively
still exists (literally the same families), but they now hold top
executive and management positions in the major French firms and the
government, positions which are only passed on to other blue bloods. Not
officially of course, but as a strict matter of practice.  And the laws
and legal structures make sure that this system stays firmly in place. 
Even for a young French blue blood, strict age hierarchies keep them
from branching out into a new venture in their own country (though many
can leverage this to start companies in OTHER countries).  I know about
the French system first-hand and the executives are quite candid about
it (at least to Yanks like me who are working with them), but I suspect
this may hold true for other European countries as well.  After all those ""revolutions"", France is still nothing more than a
thinly veiled old-school aristocracy, with all the trappings.-James Rogers
 jamesr@best.com",0
2980,"On Mon, Feb 04, 2002 at 05:04:08PM +0200, Peter Peltonen wrote:
> I started wondering how does apt react when it finds a newer kernel in the 
> bunch of ""to be updated"" files?Look at /etc/apt/apt.conf. I think ^kernel$ matches the kernel packages
(apart from those matched by the rest, smp, enterprise).
I think it won't do anything about the kernels. Come to think of it, the
abovementioned might have nothing to do with it.I explicitly use apt-get install kernel and then from the list pick a
version and then install kernel#2.4.foo-bar.> And has anyone ever tried to do a dist-upgrade, say from 7.1 to 7.2? 
> Should it work? If not, why?Should. Haven't tried with dist-upgrade but I have put 7.2 netboot
mirror (ie, 7.2) into sources.list and run install step-by-step for IIRC
everything. Worked ok. I think there'll be a few .rpmnew files worth
checking such as, especially, passwd and group.
I think there was a group change. ""lock"" ?-- 
It feels great to wake up and not know what day it is, doesn't it?_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",0
713,"*This message was transferred with a trial version of CommuniGate(tm) Pro*
Free Debt Consolidation InformationFree 1 Minute Debt Consolidation Quote
* Quickly and easily reduce Your Monthly Debt Payments Up To 60% 
We are a 501c Non-Profit Organization that has helped 1000's consolidate their debts into one easy affordable monthly payment. For a Free - No Obligation quote to see how much money we can save you, please read on.Become Debt Free...Get Your Life Back On Track!All credit accepted and home 
ownership is NOT required.
 Not Another Loan To Dig You Deeper In To Debt!Â• 100% Confidential - No Obligation - Free Quote Â• Free Debt Consolidation Quote
If you have $4000 or more in debt, a trained professional will negotiate with your creditors to:Lower your monthly debt payments up to 60%End creditor harassmentSave thousands of dollars in interest and late chargesStart improving your credit ratingComplete
Our QuickForm and Submit it for Your Free Analysis.
Name Street Address 
City State / Zip  Alabama
 Alaska
 Arizona
 Arkansas
 California
 Colorado
 Connecticut
 Delaware
 Dist of Columbia
 Florida
 Georgia
 Hawaii
 Idaho
 Illinois
 Indiana
 Iowa
 Kansas
 Kentucky
 Louisiana
 Maine
 Maryland
 Massachusetts
 Michigan
 Minnesota
 Mississippi
 Missouri
 Montana
 Nebraska
 Nevada
 New Hampshire
 New Jersey
 New Mexico
 New York
 North Carolina
 North Dakota
 Ohio
 Oklahoma
 Oregon
 Pennsylvania
 Rhode Island
 South Carolina
 South Dakota
 Tennessee
 Texas
 Utah
 Vermont
 Virginia
 Washington
 West Virginia
 Wisconsin
 Wyoming 
Home Phone (with area code) Work Phone (with area code) Best
Time To Contact Morning at Home
Morning at Work
Afternoon at Home
Afternoon at Work
Evening at Home
Evening at Work 
Weekend
Email
address 
Total
Debt $4000 - $4999
$5000 - $7500
$7,501 - $10,000
$10,001 - $12,500
$12,501 - $15,000
$15,001 - $17,500
$17,501 - $20,000
$20,001 - $22,500
$22,501 - $25,000
$25,001 - $27,500
$27,501 - $30,000
$30,001 - $35,000
$35,001 - $40,000
$45,001 - $50,000
$50,000+Please click the submit button
just once - process will take 30-60 seconds.
Or, please reply to the email with the following for your Free Analysis
Name:__________________________
Address:________________________
City:___________________________
State:_____________ Zip:_________
Home Phone:(___) ___-____    
Work Phone:(___) ___-____    
Best Time:_______________________
Email:___________________________
Total Debt:______________________
Not Interested?  Please send and email to jayshilling4792@excite.commamrfitxhidjpfxo
http://xent.com/mailman/listinfo/fork
",1
1225,"WANT TO MAKE MONEY?
 
$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 
HOT BUSINESS OPPERTUNITY AVAILABLE
fOR THOSE WHO QUALIFY...
 
1.  MUST BE A UNITED STATES RESIDENT
 
2.  MUST BE 21 YEARS OF AGE OR OVER.
 
YOU WILL SHARE IN DIALYSIS CENTERS OF AMERICA
LATEST CASH INCOME STREAM.
 
EARN OVER 30% RETURN ON YOUR MONEY!
INTEREST PAID ANNUALLY!
COMPLETELY LEGAL.
 
TO FIND OUT ALL THE HOW'S AND WHY'S,
REPLY TODAY WITH YOUR NAME, STATE AND COMPLETE PHONE 
NUMBER.  DETAILS WILL SOON FOLLOW!-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
webmake-talk mailing list
webmake-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/webmake-talk
",1
4833,"Quoting Ciaran Johnston (cj@nologic.org):> Thanks for all the replies.
> 
> I see from
> http://www.sosonline.co.uk/Shop/Product_Details.asp?DP=1215&RP=0 that
> I can get a Seagate internal DDS-4 capable drive for Euro1,018.43.
> This is about the limit of my spending. However, this OnStream IDE
> tape drive - http://web6.scan.co.uk/Products/Info.asp?WPID=14022
> (thanks for the link, Martin) - by my calculations provides more
> storage at only slightly slower speeds at half the price. Is there any
> overriding reason why I should go with the more expensive and
> lower-capacity DDS-4 drive other than speed?The ADR (Advanced Digital Recording) tape format is an interesting
option, one I hadn't seen much of, before.  Look as if OnStream (spun
off from Philips Electronics in 1998) invented and rather tightly
control the format, though other companies such as Verbatim do make
compatible media under licence.If you're reasonably serious about backup, you need to plan for a
rotational backup scheme and retirement of tapes as they become worn
(and well before they start failing).  That requires at least a couple
of dozen tapes for the first couple of years.  Therefore, cost and
availability of media are (or should be) a major factor.  Also, tape
heads wear out and need to be replaced (more rapidly for helical-scan
systems -- which ADR turns out _not_ to be), and somehow that always
ends up being cheaper for tape technologies in which there is heavy
competition.The less-tangible consideration that comes most immediately to mind is
that, if one's OnStream ADR drive fails, the only possible replacement
that would suffice to restore your accumulated backup sets is another 
OnStream ADR drive.  In that sense, you're somewhat locked in:  I'm 
not seeing ADR drives from anyone else (though I might have missed
them).  If OnStream are smart, they've priced the drives to attract people into
the system, and are making up the shortfall on media cost after they 
get people to buy in.   I see the following prices for mail order 
(http://www.finnsoft.com/priclist/verbat.htm) of Verbatim-brand tapes:42 euros for 30 GB ADR tape
33 euros for 30 GB ADR tape, four-pack.
66 euros for 50 GB ADR tape.
44 euros for 50 GB ADR tape, four-pack.
47 euros for ADR cleaning tape.(You don't get much lower pricing than Verbatim, without going no-name.)Capacities are usually quoted on the basis of a nominal 2:1 compression
ratio.  The PDF datasheet for Onstream's ""ADR2"" series says this is a
linear-serpentine recording technology (a good thing) like DLT, SDLT,
and LTO, rather than a helical-scan method typified by DDS/DAT, AIT, and
8mm (which puts heavy wear on tapes on heads).I'm not sure what software other than NovaStor's TapeCopy and Yosemite
Technology's Tapeware will support OnStream's drives.  My recollection
is that BRU will do it.On balance, I'd personally _still_ go with a DDS4 drive using either DDS3
or DDS4 media, mostly because once you've survived life with one
oddball, less-standard tape format, you're not in a hurry to repeat the
experience.  But ADR does seem at a quick glance to be well designed,
and might be a good bet after all.  As they say in the gaming industry,
""Ya pays your money, and ya takes your chances.""-- 
""Is it not the beauty of an asynchronous form of discussion that one can go and 
make cups of tea, floss the cat, fluff the geraniums, open the kitchen window 
and scream out it with operatic force, volume, and decorum, and then return to 
the vexed glowing letters calmer of mind and soul?"" -- The Cube, forum3000.org-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
2816,"On Sun, 1 Sep 2002 bitbitch@magnesium.net wrote:> Well Beberg, unless you're really into Anime and actually hold true
> that dead people can send email, I think Geege's subject is just dandy.
> Especially since she removed herself from the hive that is aol (and
> placed herself unto another, but hey :-))Bandwidth is bandwidth. AOL is still the only mom-friendly place to get it.> *ducks and runs*What, like i'm not skilled with a bow? You better run really fast :-P> (bonus FoRK points if Adam knows what anime i'm refering to)Well lets see, about 99% of all anime? In anime dead people can talk, email,
hang out, and generally lead normal lives. Come to think of it they tend to
be the primary characters ;)But I suspect you mean Serial Experiments Lain, in which the initial ""i'm
not dead yet"" is via email.- Adam L. ""Duncan"" Beberg
  http://www.mithral.com/~beberg/
  beberg@mithral.com
",0
5560,"On Thu, 25 Jul 2002 15:25:05 +0200, Matthias Saou  wrote:> This is called ""pseudo-packages"" or ""meta-packages"" and Debian has been
> using them for ages. I think Mandrake also makes these kind of empty
> packages.
> 
> Anyway, their use has been discussed here a while back, and personally
> although I do agree that they can be useful at times, I don't really like
> them. For me it's more of an ugly ""hack"" than anything else, and I'd
> approve completely a system that would enable to install/remove entire
> categories of software... but not if achieved by building empty packages.
> 
> Also, you can trivially do ""apt-get install "", but removing
> all that it installed is a bit less trivial, and could be implemented in a
> trivial and clean fashion if using some functionality meant to do this.    Yeah, well, I'm about to chuck the whole darned thing right now: the first upgrade to Gnome2 wiped out the possibility of changing preferences...exactly what got me outta Ximian before.  I understand Gnomehide has the same files, right?  I'm thinking about excorsizing the durned Ximian again...------------------------------------------------------------------------
Brian FahrlÃ¤nder              Linux Zealot, Conservative, and Technomad
Evansville, IN                    My Voyage: http://www.CounterMoon.com
ICQ  5119262
------------------------------------------------------------------------
I don't want to hear news from Isreal until the news contains the words
""Bullet"", ""Brain"", and ""Arafat""._______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",0
3707,"use Perl Daily NewsletterIn this issue:
    * Mailing List Judo movie available
    * Conference Presentation Judo movie available+--------------------------------------------------------------------+
| Mailing List Judo movie available                                  |
|   posted by gnat on Wednesday October 02, @12:47 (news)            |
|   http://use.perl.org/article.pl?sid=02/10/02/1647249              |
+--------------------------------------------------------------------+[0]gnat writes ""Mark-Jason Dominus's [1]Mailing List Judo is now
available from perl.org. Thanks to David Wheeler for recording Mark's
sessions. Conference Presentation Judo will come later today ...""Discuss this story at:
    http://use.perl.org/comments.pl?sid=02/10/02/1647249Links:
    0. mailto:gnat@oreilly.com
    1. http://www.perl.org/tpc/2002/movies/
+--------------------------------------------------------------------+
| Conference Presentation Judo movie available                       |
|   posted by gnat on Wednesday October 02, @18:56 (news)            |
|   http://use.perl.org/article.pl?sid=02/10/02/2257211              |
+--------------------------------------------------------------------+[0]gnat writes ""Mark-Jason Dominus's [1]Conference Presentation Judo
presentation is online at perl.org. Thanks again to David Wheeler for
recording this at OSCON.""Discuss this story at:
    http://use.perl.org/comments.pl?sid=02/10/02/2257211Links:
    0. mailto:gnat@oreilly.com
    1. http://www.perl.org/tpc/2002/movies/mjd-conf-judo/Copyright 1997-2002 pudge.  All rights reserved.
======================================================================You have received this message because you subscribed to it
on use Perl.  To stop receiving this and other
messages from use Perl, or to add more messages
or change your preferences, please go to your user page.	http://use.perl.org/my/messages/You can log in and change your preferences from there.
",0
1166,"
New Page 1Reach the Masses
Direct E-Mail
Advertising
The Bulk E-Mail
ExpertsIf we can
reach you, You can reach them!500,000................................$399 US
1,000,000.............................$699 US
volume discounts available
Â For More Info or to place an order,
  please leave
  your name, telephone number andÂ  best time to call.
PLEASE CLICK HEREÂ 
Â 
Â 
Â 
Â 
To be removed from further mailings, PLEASE
CLICK HERE
Â 
Â 
Â 
Â 
Â 
Â 
Â 
Â 
Â 
Â 
Â 
",1
5421,"Gojomo:
>How about a highly error corrected atomic level 3D encoding scheme that 
>relies on shape, colour and chemical make up to uniquely identify every 
>object in the universe. Objects uniquely identify themselves - theres no 
>need for barcodes.That might work easily enough for reasonably rigid
solids that can be positioned and fingerprinted. I
think it would be more difficult for other items.
Like a sweater. The exact pattern of threads is never
quite the same, with the loose weave and all. The
problem of automatically capturing any object's look,
adequately to uniquely identifying it later, is still
open research._________________________________________________________________
Send and receive Hotmail on your mobile device: http://mobile.msn.comhttp://xent.com/mailman/listinfo/fork
",0
2085,">>>>> ""M"" == Mike Masnick  writes:    M> In which world are we talking about?  That may be true for the
    M> first sale, but once something is out in the world, the
    M> ""creator"" loses control... If I buy a chair you built, and then
    M> decide to give it away to my neighbor, by you're definition, he
    M> just stole from you.I don't endorse the whole RIAA thing, but to be accurate, you would
have to duplicate the chair so that both you and your neighbour could
continue to sit down, and yes, I suppose that would be more serious.They can sit on /your/ copy, but if you start churning out exact dups
of a name-brand artifact, people with law degrees start to smell
money.  For example, I could copy a Gibson Guitar /exactly/ so long as
(a) I don't put Orville's name on the headstock and (b) I license the
patented bracing methods.  If I instead try to sell a homebuilt guitar
on eBay with ""Gibson"" written in crayon on the headstock, and then
claim it is a true Les Paul limited edition, I expect people would get
upset.    M> Why is it that people don't understand that giving stuff away
    M> is a perfectly acceptable tactic in capitalist businesses?  To play the Devil's Advocate here, it's not about giving /stuff/ away,
it is about granting endless and cascading duplication/distribution
rights.  Even if _I_ only make the copy I give to you, that doesn't
stop you from making 10000 copies to sell.    M> Access to free stuff often helps to sell other stuff.  This is the difficult question:  How will they draw the distinction?
The ""other stuff"" is just as easy to duplicate as the free stuff.
This is why MS is hunting people with illegal Windows; it's no harder
to dup than a Linux CD, only what is there that actually prevents
people from doing it?Personally, I don't think the issue should have anything to do with
sales or units.  The issue is that basic phallacy that says a suit
should be able to ""own"" someone else's intellectual property.  Sarah
McLaughlin isn't suing you, it's her label's legal dept because it's
the label who stands to lose; Sarah's already fat beyond her wildest
dreams, so a few bucks here or there, or even if the well dried up
tomorrow, it's not going to really traumatize her (unless she's been
blazingly stupid with her money)But the label ... like Disney and Mickey, they need the cash cow so
they can keep all sorts of uncreative hangers-on in limos and coke.
If you thought only Elvis or Brian Jones or Dennis Wilson had problems
with beautiful-people deadbeat leech ""friends"" draining their riches,
think again.The problem is really very simple because it is semantic, and until we
make the semantic flip, it's unsolvable, but like trisecting an angle,
all it takes is looking at the same situation in a different
way.  Here's the revelation: Elvis never ever made a hit record.Elvis didn't make the hits, his /fans/ made the hits.  His fans did
the work cleaning toilets, manning the convenience stores, driving
milk trucks, sitting at endless office desks, they did the /real/
labour that paid for every last one of Elvis Presley's pills.  All
Elvis did was sing into a microphone every so often, and pen or
collect the odd song that all those /people/ liked and wanted as
something of their own.  But it's not _Elvis_ who made them universal
statements, it is the universe of fans who slurped the songs into
their own lives, it was pull-technology, not push.Therefore the question becomes: how many times must these fans pay
before they own what they themselves have created?  They pay royalties
for listening to the radio, for blank tapes, for concert tickets, for
a beer in a bar with a cover band ... they pay over and over and over
again for the /right/ to make some hack writer's song /their/
favourite song????  That's where the whole system has been seriously
warped by the record companies and ad companies reframing it into your
thinking that it is the Elvis who makes the Elvis.  It's not.  It's
the people who make them; the songs are already theirs.-- 
Gary Lawrence Murphy  TeleDynamics Communications Inc
 Business Advantage through Community Software : http://www.teledyn.com
""Computers are useless.  They can only give you answers.""(Pablo Picasso)
",0
1250,empty,1
3753,"URL: http://scriptingnews.userland.com/backissues/2002/09/23#When:8:19:16AM
Date: Mon, 23 Sep 2002 15:19:16 GMTGoogle PR sends a message that they have a new News service[1]. Maybe I'm slow 
this morning, or maybe I'm spoiled, but what's the big deal. I thought they 
already had this. My personal aggregator[2] is better, it shows me what I'm 
interested in, it's not one size fits all. Help me figure this out. I'm sure 
there's something innovative here, I just don't see it.[1] http://news.google.com/
[2] http://radio.userland.com/newsAggregator
",0
1486,"Please visit http://ukprankcalls.com to play a hilarious joke on your mates!
",1
532,"
 kjhkjh    hghg   jhgjhjgvjh
We sent our photographer into the biker parties. He got pictures of the bikes & lifestyle butmostly he got pictures of the biker girls. Some sexy & a lot nude.We burned these pictures to a disk and now they available on disk for you to view on your own computer. The parties are wild and so are the pictures. Over 190 pictures on the disk and the 29.99 price also includes express shipping !!!! These pictures are uncensored so do not request any more information if you are not at least 18.For a order type ""order form"" in the subject and  reply to:BikeDisk@excite.com
To be removed from our mailing type ""nobikers"" in the subject and reply to :NoBikesToday@excite.com
 kjhkjh    hghg   jhgjhjgvjh
",1
444,"Hi -( http://club.4tfox.com )You get emails every day, offering to show you how to make money.
Most of these emails are from people who are NOT making any money.
And they expect you to listen to them?Enough.If you want to make money with your computer, then you should
hook up with a group that is actually DOING it.  We are making
a large, continuing income every month.  What's more - we will
show YOU how to do the same thing.This business is done completely by internet and email, and you
can even join for free to check it out first.  If you can send
an email, you can do this.  No special ""skills"" are required.How much are we making?  Anywhere from $2000 to $9000 per month.
We are real people, and most of us work at this business part-time.
But keep in mind, we do WORK at it - I am not going to 
insult your intelligence by saying you can sign up, do no work,
and rake in the cash.  That kind of job does not exist.  But if
you are willing to put in 10-12 hours per week, this might be
just the thing you are looking for.This is not income that is determined by luck, or work that is
done FOR you - it is all based on your effort.  But, as I said,
there are no special skills required.  And this income is RESIDUAL -
meaning that it continues each month (and it tends to increase
each month also).Interested?  I invite you to find out more.  You can get in as a
free member, at no cost, and no obligation to continue if you
decide it is not for you.  We are just looking for people who still
have that ""burning desire"" to find an opportunity that will reward
them incredibly well, if they work at it.To grab a FREE ID# and have more information, simply go to the 
 web address http://club.4tfox.com  and send me an email with following 
 informtion""Send me a free membership!""Be sure to include your:
1. First name
2. Last name
3. Email address (if different from above)We will confirm your position and send you a special report
as soon as possible, and also Your free Member Number.If you are not interested in tring to Earn Money,  :)
you are interested in the huge discount from the 140 Online Shops,
Very Cheap ISP package and many many more,You can also go to the web address:
http://club.4tfox.com/#id-GreatServiceThat's all there's to it.We'll then send you info, and you can make up your own mind.Looking forward to hearing from you!Sincerely, Hugh ZouP.S. After having several negative experiences with network
marketing companies I had pretty much given up on them.
This is different - there is value, integrity, and a
REAL opportunity to have your own home-based business...
and finally make real money on the internet.Don't pass this up..you can sign up and test-drive the
program for FREE.  All you need to do is get your free
membership.Unsubscribing: Send a blank email to: removemefromlist@bigfoot.com with
""Remove"" in the subject line.  By submitting a request for a FREE
DHS Club Membership, I agree to accept email from the DHS Club for
both their consumer and business opportunities.3619ezfT0-011VpTm2924l20
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",1
4226,"URL: http://boingboing.net/#85531557
Date: Not suppliedDisney's themepark business is in deep trouble in the post-9/11 world. A war 
with Iraq could really kill 'em:     While aggressively adding attractions, Disney boosted its profit by 
    steadily raising admission prices. The strategy worked, helping deliver 
    record profit for Disney year after year.     ""The strategy was build, build, build. Every year there was something new,"" 
    said David Koenig, a Disney historian and author. ""It was an astounding 
    growth period.... Now they're overexposed.""...     Theme park operating income for Disney this year is expected to fall 27% to 
    $1.16 billion, said Prudential Securities analyst Katherine Styponias. By 
    2003, she said, the business could climb to $1.49 billion, depending on 
    whether the U.S. goes to war with Iraq.  Link[1] Discuss[2][1] http://www.latimes.com/business/la-fi-disney6oct06,0,1287712.story?coll=la%2Dheadlines%2Dbusiness%2Dmanual
[2] http://www.quicktopic.com/boing/H/iewxPJy39cF7
",0
4365,"ok, if an email address is not in my whitelist, they are asked to confirm.
in that message there is the following text:    If your message was an unsolicited message attempting to sell
    Kevin some product or advertise one scam or another, then DO NOT
    reply to this message.  If you do reply and he has some free time
    on his hands, He'll find out who and where you are and send you his
    review of your email and an invoice for EUR 1,000 for his services.
    Plus he'll probably try to patch me in some unpleasant way so *please*
    don't reply if you're one of those people.in addition, all of this information is logged.  in the past two to three
months, two spammers have replied.  i think that this is a valid notice.
what i'm wondering is the following:    a)  are there debt collection agencies you can hire to get such debts?
    b)  if i can't get money from them, can i declare them on my taxes
	here as a bad debt and get tax relief?one way to get the gov't to notice spam...kevin-- 
kevin@ie.suberic.net          dante hicks: but you hate people.
fork()'ed on 37058400         randal graves: yes, but i love gatherings.
meatspace place: home                        isn't it ironic?
http://ie.suberic.net/~kevin       --clerks
-- 
Irish Linux Users' Group Social Events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
18,"Lowest rates available for term life insurance! Take a moment and fill out our online form to see the low rate you qualify for. Save up to 70% from regular rates! Smokers accepted! http://www.newnamedns.com/termlife/ 
          
Representing quality nationwide carriers. Act now!
       
       
       
       
        
---------------------------------------
To easily remove your address from the list, go to: 
http://www.newnamedns.com/stopthemailplease/
Please allow 48-72 hours for removal.",1
764,"Congratulations, 
You Won $30 FreeToday At The Internet's Best & MostTrusted On-Line 
Casino!
To Collect Your 
$30 Cash Click Here!Â 
To Collect Your $30 Cash Click Here!
Â Â 
Â 
Â This message is sent in compliance of the new 
            e-mail bill:SECTION 301 Per Section 301, Paragraph (a)(2)(C) of 
            S. 1618,Further transmissions to you by the sender of this email 
            maybestopped at no cost to you by entering your email address 
            tothe form in this email and clicking submit to be 
            automatically   
                                    
                               removed. To be Removed from our 
            Opt-In mailing list. Please enter your email address in the provided 
            box below and click remove, thank you. 
      
Your 
                          E-mail Address Will Be Immediately Removed From All Mailing Lists
",1
3322,"On Mon, 2 Sep 2002, Richard Kimber wrote:> On Mon, 2 Sep 2002 13:20:46 -0700 (PDT)
> Bart Schaefer  wrote:
> 
> > If you're using ""fetchmail --mda spamassassin"" or the equivlent, then
> > this change means your current setup will no longer work. 
> 
> Oh well, I guess there are other anti-spam options out there.Well, (a) you don't HAVE to upgrade, and (b) what you are doing has never
been safe in the first place because SpamAssassin 2.31-and-before doesn't
do any kind of file locking while it writes to the mailbox and doesn't
promise to return the proper failure code on disk-full conditions, etc.If you're still willing to live with (b), all you need is a little shell
script to run spamassassin:----------
#!/bin/sh
# call this file ""spamassassin-wrapper"" and chmod +x it
{
echo ""From $1 `date`""
sed -e '1{/^From /d;}' | spamassassin
echo ''
} >> $MAIL
----------And then usefetchmail --mda 'spamassassin-wrapper %F'and you should be all set.-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",0
2239,"Justin Mason writes:
> Has anyone figured out what's up with this?  Does someone out there
> think that FoRK needs some MIME tutoring?I was puzzled at first, but I think I understand what happened.First, I approved the post because it didn't appear to be spam, even
though it wasn't from a member.  I thought it was odd that someone
wanted to send the MIME blurb to the list, but it was not really that
different from causing the New York Times web site to send a story to
the list.  (Except that the bits here are antediluvian, but old bits are
a problem to be solved by social opporobrium, not technical constraints.)But I think what actually happened is that some idiot got infected by
Klez and had both FoRK and the pine-robot autoresponder address in their
mailbox or addressbook, so Klez forged mail from fork@xent.com to the
autoresponder, which responded.  To FoRK.",0
3027,empty,0
